"Time.Range","Vessel.ID","Flag","Vessel.Name","Entry.Timestamp","Exit.Timestamp","Gear.Type","Vessel.Type","MMSI","IMO","CallSign","First.Transmission.Date","Last.Transmission.Date","Apparent.Fishing.Hours","month","quarter","id"
"2021-06","bcdc0dac8-8699-2496-8587-0dfd5c9b2b24","ITA","CARMELA FIGLIA",2021-01-04 01:00:00,2021-12-30 14:00:00,"TRAWLERS","FISHING",247063630,NA,"IJQO",2013-05-14 17:39:58,2025-04-18 09:44:05,41.29,6,"3","16F9"
"2021-08","e47eed0e0-0bad-2671-8438-be794de6d923","ITA","NONNO DINO",2021-01-04,2021-12-30 14:00:00,"TRAWLERS","FISHING",247072840,NA,"IQCJ",2015-07-20 18:20:56,2025-05-19 12:43:46,0.63,8,"3","14G0"
"2021-08","2de3cda92-2405-3349-8ad5-0ef180e81e1a","ITA","LIBERA",2021-01-04 04:00:00,2021-12-29 15:00:00,"TRAWLERS","FISHING",247096930,NA,"IRMM",2013-02-18 02:16:45,2025-05-19 23:58:29,0.53,8,"3","13G0"
"2021-08","240bd4799-9864-03e2-03e5-81046322d29e","ITA","PAOLA MADRE",2021-01-04 10:00:00,2021-12-30 14:00:00,"TRAWLERS","FISHING",247090910,NA,"ILTG",2013-02-08 16:19:43,2025-05-19 23:59:28,5.34,8,"3","11G2"
"2021-08","2de3cda92-2405-3349-8ad5-0ef180e81e1a","ITA","LIBERA",2021-01-04 04:00:00,2021-12-29 15:00:00,"TRAWLERS","FISHING",247096930,NA,"IRMM",2013-02-18 02:16:45,2025-05-19 23:58:29,0.93,8,"3","13G0"
"2021-08","a872688f7-7dcd-ea66-ead6-22a387dee5b0","ITA","MISS MARY",2021-08-09,2021-11-24 13:00:00,"TRAWLERS","FISHING",247066930,NA,"ITGY",2014-05-02 17:16:38,2025-03-27 10:19:06,3.07,8,"3","16G0"
"2021-06","04ff09a54-46f9-8bb8-286a-3ddbb403c72f","ITA","N SAN SILVESTRE",2021-06-28 21:00:00,2021-10-30 05:00:00,"TRAWLERS","FISHING",247148880,NA,"INER",2021-05-27 17:32:02,2025-05-19 23:59:56,0.18,6,"3","11G2"
"2021-08","240bd4799-9864-03e2-03e5-81046322d29e","ITA","PAOLA MADRE",2021-01-04 10:00:00,2021-12-30 14:00:00,"TRAWLERS","FISHING",247090910,NA,"ILTG",2013-02-08 16:19:43,2025-05-19 23:59:28,0.96,8,"3","11G2"
"2021-08","a872688f7-7dcd-ea66-ead6-22a387dee5b0","ITA","MISS MARY",2021-08-09,2021-11-24 13:00:00,"TRAWLERS","FISHING",247066930,NA,"ITGY",2014-05-02 17:16:38,2025-03-27 10:19:06,4,8,"3","16F9"
"2021-08","a1cb5f6a7-786c-c2a9-17bb-bde83787f6d2","ITA","CRESCENZO 1",2021-01-04 03:00:00,2021-12-30 15:00:00,"TRAWLERS","FISHING",247128190,NA,NA,2018-10-31 05:22:20,2025-05-19 14:45:19,7.89,8,"3","12G1"
"2021-07","dffa0262e-e1b5-4a18-aac7-f56b72538116","ITA","MARE AZZURRO",2021-01-04 03:00:00,2021-12-30 09:00:00,"TRAWLERS","FISHING",247092870,NA,"IKCW",2020-04-14 00:04:06,2025-05-16 07:54:19,3.07,7,"3","11G2"
"2021-07","9cb3d20bc-c483-696c-326e-097343256b01","ITA","VINCENZO PADRE",2021-01-04 04:00:00,2021-12-30 14:00:00,"TRAWLERS","FISHING",247094330,NA,"INYD",2013-05-23 02:51:30,2025-05-19 16:05:51,27.14,7,"3","12G1"
"2021-08","be5c6b579-9cb0-e419-057f-c03c6ae6572c","ITA","DOLENTE LUCA",2021-01-04 05:00:00,2021-12-28 13:00:00,"TRAWLERS","FISHING",247092780,NA,"ITVK",2013-04-21 22:24:26,2025-05-19 23:59:19,41.19,8,"3","12G1"
"2021-08","be5c6b579-9cb0-e419-057f-c03c6ae6572c","ITA","DOLENTE LUCA",2021-01-04 05:00:00,2021-12-28 13:00:00,"TRAWLERS","FISHING",247092780,NA,"ITVK",2013-04-21 22:24:26,2025-05-19 23:59:19,7.55,8,"3","12G2"
"2021-07","08cde095d-d199-2375-ed49-2159da6e5959","ITA","RAFFAELLA MADRE",2021-01-04 03:00:00,2021-12-30 13:00:00,"TRAWLERS","FISHING",247115050,NA,"ILQY2",2014-03-31 03:04:43,2025-05-19 23:59:57,5.05,7,"3","11G2"
"2021-08","2de3cda92-2405-3349-8ad5-0ef180e81e1a","ITA","LIBERA",2021-01-04 04:00:00,2021-12-29 15:00:00,"TRAWLERS","FISHING",247096930,NA,"IRMM",2013-02-18 02:16:45,2025-05-19 23:58:29,2.79,8,"3","13G1"
"2021-07","81da59d71-18f6-e082-29d6-5a6394174468","ITA","NONNA MARIA",2021-01-04 04:00:00,2021-12-30 09:00:00,"TRAWLERS","FISHING",247255310,NA,"INAG2",2015-08-03 07:17:20,2025-05-19 23:59:52,0.82,7,"3","12G1"
"2021-08","4595bd1f2-2254-4f41-bf7b-5b956222a1f6","ITA","FORTUNATA",2021-01-04 04:00:00,2021-12-29 14:00:00,"TRAWLERS","FISHING",247099810,NA,"INBS",2013-05-20 07:30:39,2025-05-19 13:58:12,5.31,8,"3","13G1"
"2021-06","57b5b4d17-7091-c42a-87c8-9fc493c0642f","ITA","MARIA GRAZIA",2021-02-24 04:00:00,2021-12-13 06:00:00,"TRAWLERS","FISHING",247143620,NA,"IORM",2012-07-11 13:33:14,2025-05-19 20:39:18,12.37,6,"3","13F9"
"2021-06","19d3ba08f-fde6-8b5e-4fdc-4695c611aa03","ITA","IMPAVIDO I`",2021-01-04 07:00:00,2021-12-29 14:00:00,"TRAWLERS","FISHING",247088050,NA,"IIIB2",2012-11-19 04:16:22,2025-05-19 13:58:48,7.62,6,"3","11G2"
"2021-08","4595bd1f2-2254-4f41-bf7b-5b956222a1f6","ITA","FORTUNATA",2021-01-04 04:00:00,2021-12-29 14:00:00,"TRAWLERS","FISHING",247099810,NA,"INBS",2013-05-20 07:30:39,2025-05-19 13:58:12,2.72,8,"3","13G1"
"2021-08","3d56cb37a-ab62-30f3-43f1-65dd70517b0c","ITA","ORLANDO",2021-04-21 06:00:00,2021-09-30 15:00:00,"TRAWLERS","FISHING",247149250,NA,"ILPY",2014-05-03 10:07:31,2025-05-02 10:07:00,0.44,8,"3","14F9"
"2021-07","222742da8-8903-90ce-4122-8c849cbf1e64","ITA","GUERRIERO",2021-01-04 04:00:00,2021-12-30 13:00:00,"TRAWLERS","FISHING",247068780,NA,"ISQV",2017-07-09 21:13:37,2025-05-19 23:59:55,12.61,7,"3","12G2"
"2021-06","f635cedc2-25d7-4640-1891-f9df2f2f6df7","ITA","IMPERO ROMANO",2021-04-15 12:00:00,2021-12-29 09:00:00,"TRAWLERS","FISHING",247094320,NA,"ISTZ",2018-10-09 07:19:45,2025-05-19 13:58:52,5.2,6,"3","12G2"
"2021-07","bdcd2d618-8e87-b9fc-959d-584c17ae45e5","ITA","JAMAICA",2021-01-04 04:00:00,2021-12-30 13:00:00,"TRAWLERS","FISHING",247092810,NA,"IPVT",2013-05-27 23:17:31,2025-05-19 23:59:47,15.88,7,"3","12G1"
"2021-08","184cc0102-2777-f1db-d4ca-6cf64d4ccf88","ITA","NETTUNO II",2021-01-04,2021-12-30 10:00:00,"TRAWLERS","FISHING",247065720,NA,"IQON",2013-06-05 20:08:53,2025-05-19 23:54:12,28.01,8,"3","14F9"
"2021-07","48618b95b-bf82-cb38-6fd1-a72d11c618ae","ITA","STELLA MADRE",2021-01-07 05:00:00,2021-09-02 12:00:00,"TRAWLERS","FISHING",247096450,NA,"IJJL",2016-03-21 01:16:47,2021-09-09 06:25:08,15.68,7,"3","11G2"
"2021-07","eb9daf877-749a-6f4a-1804-4d1dfcaaac94","ITA","STELLA ROSSA",2021-01-07 01:00:00,2021-12-30 13:00:00,"TRAWLERS","FISHING",247090850,NA,"IUCQ",2013-05-27 10:47:43,2024-01-24 07:55:38,2.14,7,"3","12G2"
"2021-07","48618b95b-bf82-cb38-6fd1-a72d11c618ae","ITA","STELLA MADRE",2021-01-07 05:00:00,2021-09-02 12:00:00,"TRAWLERS","FISHING",247096450,NA,"IJJL",2016-03-21 01:16:47,2021-09-09 06:25:08,2.89,7,"3","11G2"
"2021-06","3a2bc0d9f-f2c8-12ad-ddc4-785d1994907d","ITA","MARETTO",2021-01-08 11:00:00,2021-12-30 14:00:00,"TRAWLERS","FISHING",247066290,NA,NA,2013-06-16 23:21:56,2025-05-19 16:14:11,30.02,6,"3","13G1"
"2021-06","ce8a831f4-4a0c-07ab-bd47-41342088ed6d","ITA","ANASTASIA",2021-01-04,2021-12-29 11:00:00,"TRAWLERS","FISHING",247066860,NA,"IRAV",2013-05-22 16:53:29,2025-05-16 12:28:48,5.8,6,"3","15G0"
"2021-07","72c6c4de9-9f7c-92c8-9bd0-64f0777105bb","ITA","MP CLAUDIO PADRE",2021-01-04 06:00:00,2021-12-30 12:00:00,"TRAWLERS","FISHING",247123920,NA,"IPFT",2019-08-07 07:56:24,2025-05-02 11:17:54,5.21,7,"3","12G2"
"2021-07","72c6c4de9-9f7c-92c8-9bd0-64f0777105bb","ITA","MP CLAUDIO PADRE",2021-01-04 06:00:00,2021-12-30 12:00:00,"TRAWLERS","FISHING",247123920,NA,"IPFT",2019-08-07 07:56:24,2025-05-02 11:17:54,14.94,7,"3","12G1"
"2021-07","a5084903d-de65-a30f-5864-e30b5cd3872a","ITA","CESARINA",2021-01-06 23:00:00,2021-12-29 12:00:00,"TRAWLERS","FISHING",247220290,NA,"ILKN",2014-05-14 03:57:27,2025-05-19 23:58:28,6.14,7,"3","14G0"
"2021-08","9d21bfa42-25e5-d309-5e57-29169c576f72","ITA","TOMMASO DE SIMONE",2021-01-04 02:00:00,2021-12-30 14:00:00,"TRAWLERS","FISHING",247110830,NA,"IVGI",2013-03-18 11:50:22,2025-05-19 15:11:58,2.02,8,"3","13G1"
"2021-06","1185c3fd2-2f6d-0510-c52f-38af09cd5e8b","ITA","M/P MINA",2021-01-04 03:00:00,2021-12-30 14:00:00,"TRAWLERS","FISHING",247048870,NA,"IQLP",2013-06-01 09:19:45,2025-05-19 17:02:43,31.75,6,"3","16F8"
"2021-06","1185c3fd2-2f6d-0510-c52f-38af09cd5e8b","ITA","M/P MINA",2021-01-04 03:00:00,2021-12-30 14:00:00,"TRAWLERS","FISHING",247048870,NA,"IQLP",2013-06-01 09:19:45,2025-05-19 17:02:43,34.49,6,"3","16F7"
"2021-08","72c6c4de9-9f7c-92c8-9bd0-64f0777105bb","ITA","MP CLAUDIO PADRE",2021-01-04 06:00:00,2021-12-30 12:00:00,"TRAWLERS","FISHING",247123920,NA,"IPFT",2019-08-07 07:56:24,2025-05-02 11:17:54,0.81,8,"3","12G1"
"2021-08","ff20b1344-4a7e-17fa-8157-251efb07d8a0","ITA","SAVERIO_P",2021-01-04 06:00:00,2021-12-30 13:00:00,"TRAWLERS","FISHING",247080330,NA,"IMCC",2014-11-19 00:16:04,2024-04-04 15:32:38,146.4,8,"3","11G2"
"2021-06","f80bf43e2-2c4b-19cf-33a2-ed2384b2343f","ITA","GIUBILEO",2021-02-11,2021-12-30 15:00:00,"TRAWLERS","FISHING",247300170,NA,"IFQD2",2016-03-15 09:44:47,2025-05-19 14:54:30,2.16,6,"3","13G0"
"2021-07","b0debeac4-4fb9-7b82-4378-606440ec6781","ITA","RINASCITA",2021-01-04 08:00:00,2021-12-30 13:00:00,"TRAWLERS","FISHING",247090950,NA,"ISFK",2013-02-04 23:52:39,2025-05-19 23:59:56,3,7,"3","11G2"
"2021-07","b0debeac4-4fb9-7b82-4378-606440ec6781","ITA","RINASCITA",2021-01-04 08:00:00,2021-12-30 13:00:00,"TRAWLERS","FISHING",247090950,NA,"ISFK",2013-02-04 23:52:39,2025-05-19 23:59:56,3,7,"3","12G2"
"2021-08","3d56cb37a-ab62-30f3-43f1-65dd70517b0c","ITA","ORLANDO",2021-04-21 06:00:00,2021-09-30 15:00:00,"TRAWLERS","FISHING",247149250,NA,"ILPY",2014-05-03 10:07:31,2025-05-02 10:07:00,24.42,8,"3","14F9"
"2021-08","a39b3015f-f21e-6757-9ce4-84ad87e94dca","ITA","SS ANNUNZIATA",2021-01-04 03:00:00,2021-12-29 14:00:00,"TRAWLERS","FISHING",247099790,NA,"IKQO",2013-04-10 02:25:03,2025-05-19 14:48:46,4.04,8,"3","13G1"
"2021-07","e5fd8e9da-a2ca-6912-cb99-41a7fa8b1dbe","ITA","P.D`ERCOLE",2021-01-04 06:00:00,2021-12-30 17:00:00,"TRAWLERS","FISHING",247204460,NA,"IFUE",2013-05-29 19:11:39,2025-05-19 18:52:12,13.58,7,"3","17F8"
"2021-08","03ca34368-89ff-12e3-751c-dea66a499aa7","ITA","MP NUOVO ATLANTIC",2021-01-07 04:00:00,2021-12-29 14:00:00,"TRAWLERS","FISHING",247065750,NA,"IOJE",2013-05-13 05:07:28,2025-05-19 16:24:25,104.58,8,"3","13G0"
"2021-07","19d3ba08f-fde6-8b5e-4fdc-4695c611aa03","ITA","IMPAVIDO I`",2021-01-04 07:00:00,2021-12-29 14:00:00,"TRAWLERS","FISHING",247088050,NA,"IIIB2",2012-11-19 04:16:22,2025-05-19 13:58:48,0.28,7,"3","11G2"
"2021-08","184cc0102-2777-f1db-d4ca-6cf64d4ccf88","ITA","NETTUNO II",2021-01-04,2021-12-30 10:00:00,"TRAWLERS","FISHING",247065720,NA,"IQON",2013-06-05 20:08:53,2025-05-19 23:54:12,4.42,8,"3","14G0"
"2021-08","184cc0102-2777-f1db-d4ca-6cf64d4ccf88","ITA","NETTUNO II",2021-01-04,2021-12-30 10:00:00,"TRAWLERS","FISHING",247065720,NA,"IQON",2013-06-05 20:08:53,2025-05-19 23:54:12,3.16,8,"3","14F9"
"2021-06","e47eed0e0-0bad-2671-8438-be794de6d923","ITA","NONNO DINO",2021-01-04,2021-12-30 14:00:00,"TRAWLERS","FISHING",247072840,NA,"IQCJ",2015-07-20 18:20:56,2025-05-19 12:43:46,4.24,6,"3","13G0"
"2021-07","e5a924ae4-480e-17ab-721c-f0f5c7797b31","ITA","GIORGIA",2021-01-04 02:00:00,2021-12-30 14:00:00,"TRAWLERS","FISHING",247066190,NA,NA,2014-04-07 00:24:27,2025-05-19 14:56:32,2.98,7,"3","13G0"
"2021-08","eb7ba4542-21a3-7c0d-607c-6d09d5218877","ITA","S. FERMINA",2021-01-04 03:00:00,2021-12-29 13:00:00,"TRAWLERS","FISHING",247094310,NA,"IIIL",2013-05-17 05:04:21,2025-05-19 14:26:37,28.2,8,"3","13G1"
"2021-06","6163d3f6a-a611-cac6-1d01-c12b2aa104c6","ITA","GIANNA",2021-01-04 03:00:00,2021-12-29 11:00:00,"TRAWLERS","FISHING",247096470,NA,"IRBT",2013-05-20 12:51:08,2025-05-19 15:17:32,2.29,6,"3","11G2"
"2021-08","184cc0102-2777-f1db-d4ca-6cf64d4ccf88","ITA","NETTUNO II",2021-01-04,2021-12-30 10:00:00,"TRAWLERS","FISHING",247065720,NA,"IQON",2013-06-05 20:08:53,2025-05-19 23:54:12,18.31,8,"3","13G0"
"2021-08","eb7ba4542-21a3-7c0d-607c-6d09d5218877","ITA","S. FERMINA",2021-01-04 03:00:00,2021-12-29 13:00:00,"TRAWLERS","FISHING",247094310,NA,"IIIL",2013-05-17 05:04:21,2025-05-19 14:26:37,19.84,8,"3","12G1"
"2021-07","72c6c4de9-9f7c-92c8-9bd0-64f0777105bb","ITA","MP CLAUDIO PADRE",2021-01-04 06:00:00,2021-12-30 12:00:00,"TRAWLERS","FISHING",247123920,NA,"IPFT",2019-08-07 07:56:24,2025-05-02 11:17:54,10.99,7,"3","12G2"
"2021-07","72c6c4de9-9f7c-92c8-9bd0-64f0777105bb","ITA","MP CLAUDIO PADRE",2021-01-04 06:00:00,2021-12-30 12:00:00,"TRAWLERS","FISHING",247123920,NA,"IPFT",2019-08-07 07:56:24,2025-05-02 11:17:54,1.09,7,"3","12G2"
"2021-07","6e02474b2-2fba-078a-8132-10e3ad77914f","ITA","MP LEDO",2021-01-07 11:00:00,2021-12-30 15:00:00,"TRAWLERS","FISHING",247222320,NA,NA,2012-05-17 19:22:30,2025-05-19 10:28:55,13.03,7,"3","13G1"
"2021-08","70bc12f14-4b96-c080-924e-4c21b24ddbc7","ITA","MARE-BLU   : .",2021-01-04 07:00:00,2021-12-23 12:00:00,"TRAWLERS","FISHING",247252970,NA,"IKZO",2019-04-04 09:12:06,2025-05-19 13:59:11,5.93,8,"3","11G2"
"2021-07","c00e8f8fa-a22a-f5cb-c833-b9366d851de5","ITA","FRIDA",2021-01-04 05:00:00,2021-12-23 11:00:00,"TRAWLERS","FISHING",247065690,NA,"IUXA",2013-05-02 01:49:30,2025-05-19 23:59:46,10.77,7,"3","13G0"
"2021-07","6d292d378-8dfa-7c9b-7b69-cd36b1ccdfa9","ITA","FURORE",2021-01-04,2021-12-23 14:00:00,"TRAWLERS","FISHING",247101230,NA,"IKRH",2013-06-04 02:43:42,2025-05-19 23:59:36,1.26,7,"3","13G0"
"2021-06","08cde095d-d199-2375-ed49-2159da6e5959","ITA","RAFFAELLA MADRE",2021-01-04 03:00:00,2021-12-30 13:00:00,"TRAWLERS","FISHING",247115050,NA,"ILQY2",2014-03-31 03:04:43,2025-05-19 23:59:57,7.3,6,"3","11G2"
"2021-06","08cde095d-d199-2375-ed49-2159da6e5959","ITA","RAFFAELLA MADRE",2021-01-04 03:00:00,2021-12-30 13:00:00,"TRAWLERS","FISHING",247115050,NA,"ILQY2",2014-03-31 03:04:43,2025-05-19 23:59:57,3.94,6,"3","11G2"
"2021-06","9cb3d20bc-c483-696c-326e-097343256b01","ITA","VINCENZO PADRE",2021-01-04 04:00:00,2021-12-30 14:00:00,"TRAWLERS","FISHING",247094330,NA,"INYD",2013-05-23 02:51:30,2025-05-19 16:05:51,6.21,6,"3","12G1"
"2021-06","b6a339d7f-f513-5aee-538d-da39f02091c5","ITA","ROSA 1",2021-01-04 07:00:00,2021-12-30 14:00:00,"TRAWLERS","FISHING",247091110,NA,"ISLM",2013-02-08 00:08:26,2025-05-19 14:45:25,5.08,6,"3","11G2"
"2021-07","232e1b598-8373-719a-adc4-f14290e5318e","ITA","GIACOMO",2021-01-04 05:00:00,2021-12-30 13:00:00,"TRAWLERS","FISHING",247093040,NA,"INSI",2013-04-02 03:05:29,2024-10-28 12:40:57,12.41,7,"3","12G2"
"2021-07","48a4f570e-e223-7593-a807-90e52eaf60f8","ITA","ILCORSARO",2021-07-20 11:00:00,2021-10-01 12:00:00,"TRAWLERS","FISHING",247103220,NA,"IIPX2",2021-06-18 07:52:03,2024-04-02 10:09:35,1.93,7,"3","17F9"
"2021-07","6e02474b2-2fba-078a-8132-10e3ad77914f","ITA","MP LEDO",2021-01-07 11:00:00,2021-12-30 15:00:00,"TRAWLERS","FISHING",247222320,NA,NA,2012-05-17 19:22:30,2025-05-19 10:28:55,15.42,7,"3","12G1"
"2021-07","6e02474b2-2fba-078a-8132-10e3ad77914f","ITA","MP LEDO",2021-01-07 11:00:00,2021-12-30 15:00:00,"TRAWLERS","FISHING",247222320,NA,NA,2012-05-17 19:22:30,2025-05-19 10:28:55,14.98,7,"3","12G1"
"2021-07","6e02474b2-2fba-078a-8132-10e3ad77914f","ITA","MP LEDO",2021-01-07 11:00:00,2021-12-30 15:00:00,"TRAWLERS","FISHING",247222320,NA,NA,2012-05-17 19:22:30,2025-05-19 10:28:55,0.75,7,"3","12G1"
"2021-07","50c10a3e6-693c-d0bd-c694-eb249e2dfa98","ITA","BARRACUDA",2021-01-03 06:00:00,2021-12-23 12:00:00,"TRAWLERS","FISHING",247225880,NA,"ISBA",2016-10-16 07:13:19,2025-05-19 23:59:35,3.02,7,"3","14G1"
"2021-07","8c04ecd47-7037-fc2f-8195-d663a9d8e636","ITA","NUOVA MAREA",2021-03-02 23:00:00,2021-11-24 19:00:00,"TRAWLERS","FISHING",247220130,NA,"IRBA",2013-02-26 13:19:31,2025-05-19 23:59:40,12.09,7,"3","14G0"
"2021-07","303dfab15-5072-b1c2-7b49-226146b04c37","ITA","L ALBA",2021-01-04 04:00:00,2021-12-30 10:00:00,"TRAWLERS","FISHING",247119090,NA,"IMAT2",2013-06-04 15:04:11,2024-12-07 10:58:09,17.86,7,"3","12G1"
"2021-07","01ac2f900-0c47-a852-c650-6aa82b754775","ITA","GIANNI RIVERA",2021-01-03 23:00:00,2021-12-30 14:00:00,"TRAWLERS","FISHING",247066180,NA,"IMQF",2013-06-14 14:34:51,2025-05-19 23:54:26,49.79,7,"3","13G0"
"2021-06","188ebc849-995e-103f-de7a-98c956e59f3f","ITA","SAN.PIETRO I",2021-01-04 04:00:00,2021-10-29 12:00:00,"TRAWLERS","FISHING",247149790,NA,"IFCR2",2018-11-19 10:42:26,2024-11-29 17:44:49,5,6,"3","12G2"
"2021-07","fd7b02175-538c-125e-7d04-399cdce31466","ITA","MARE BLU",2021-01-04 02:00:00,2021-12-30 15:00:00,"TRAWLERS","FISHING",247065080,NA,NA,2013-06-24 00:40:18,2024-08-16 10:02:30,31.52,7,"3","14G0"
"2021-07","50c10a3e6-693c-d0bd-c694-eb249e2dfa98","ITA","BARRACUDA",2021-01-03 06:00:00,2021-12-23 12:00:00,"TRAWLERS","FISHING",247225880,NA,"ISBA",2016-10-16 07:13:19,2025-05-19 23:59:35,39,7,"3","13G0"
"2021-08","bae0ea02d-dae5-e443-2f40-54bd22f650d2","ITA","OSCAR",2021-01-04 03:00:00,2021-12-29 13:00:00,"TRAWLERS","FISHING",247094340,NA,"IQSV",2013-05-02 01:10:38,2025-05-19 15:10:13,17.32,8,"3","12G1"
"2021-08","497c391b6-6ba9-4595-83ed-68fe74ed0958","ITA","PRIMO",2021-01-15 06:00:00,2021-12-30 15:00:00,"TRAWLERS","FISHING",247042630,NA,"IRXU",2014-06-23 04:20:40,2025-05-14 15:24:39,29.98,8,"3","13G1"
"2021-06","600bb00eb-ba6e-544a-aaeb-2faf39dbca21","ITA","BACICIN V",2021-01-04 07:00:00,2021-12-30 15:00:00,"TRAWLERS","FISHING",247049280,NA,"ILVP",2013-05-29 10:34:51,2025-05-19 18:04:19,15.93,6,"3","17F8"
"2021-06","58deeb645-50d0-a09f-67c4-e215804232d9","ITA","ER PIU",2021-01-04,2021-12-30 09:00:00,"TRAWLERS","FISHING",247064930,NA,"ITTP",2013-06-02 22:02:48,2025-05-19 23:59:28,3.47,6,"3","15G0"
"2021-08","497c391b6-6ba9-4595-83ed-68fe74ed0958","ITA","PRIMO",2021-01-15 06:00:00,2021-12-30 15:00:00,"TRAWLERS","FISHING",247042630,NA,"IRXU",2014-06-23 04:20:40,2025-05-14 15:24:39,64.36,8,"3","13G1"
"2021-07","b2a081b87-7dc2-5afe-e7ac-6f5cd261d9da","ITA","MONELLO",2021-01-05 07:00:00,2021-12-30 14:00:00,"TRAWLERS","FISHING",247044970,NA,"IWJJ",2014-07-30 06:52:49,2025-05-16 14:54:32,8.6,7,"3","17F9"
"2021-08","121e6a2cc-cb94-cd47-27e9-6ded9fc6f6d3","ITA","POLARIS",2021-01-27 04:00:00,2021-12-30 12:00:00,"TRAWLERS","FISHING",247069530,NA,"IOEE",2020-12-14 00:50:07,2025-05-19 16:12:56,0.91,8,"3","14G0"
"2021-08","be5c6b579-9cb0-e419-057f-c03c6ae6572c","ITA","DOLENTE LUCA",2021-01-04 05:00:00,2021-12-28 13:00:00,"TRAWLERS","FISHING",247092780,NA,"ITVK",2013-04-21 22:24:26,2025-05-19 23:59:19,31.62,8,"3","12G2"
"2021-07","3a2bc0d9f-f2c8-12ad-ddc4-785d1994907d","ITA","MARETTO",2021-01-08 11:00:00,2021-12-30 14:00:00,"TRAWLERS","FISHING",247066290,NA,NA,2013-06-16 23:21:56,2025-05-19 16:14:11,2.09,7,"3","13G1"
"2021-08","4595bd1f2-2254-4f41-bf7b-5b956222a1f6","ITA","FORTUNATA",2021-01-04 04:00:00,2021-12-29 14:00:00,"TRAWLERS","FISHING",247099810,NA,"INBS",2013-05-20 07:30:39,2025-05-19 13:58:12,57.76,8,"3","13G1"
"2021-06","bf7a316cc-ca08-8259-d4af-7fce99807831","ITA","MORLE II",2021-01-03 06:00:00,2021-12-30 13:00:00,"TRAWLERS","FISHING",247081680,NA,"IZAV",2019-07-12 09:06:05,2025-05-19 23:55:11,1.04,6,"3","14F9"
"2021-08","a872688f7-7dcd-ea66-ead6-22a387dee5b0","ITA","MISS MARY",2021-08-09,2021-11-24 13:00:00,"TRAWLERS","FISHING",247066930,NA,"ITGY",2014-05-02 17:16:38,2025-03-27 10:19:06,2.02,8,"3","16G0"
"2021-07","04ff09a54-46f9-8bb8-286a-3ddbb403c72f","ITA","N SAN SILVESTRE",2021-06-28 21:00:00,2021-10-30 05:00:00,"TRAWLERS","FISHING",247148880,NA,"INER",2021-05-27 17:32:02,2025-05-19 23:59:56,1.06,7,"3","12G1"
"2021-06","bf7a316cc-ca08-8259-d4af-7fce99807831","ITA","MORLE II",2021-01-03 06:00:00,2021-12-30 13:00:00,"TRAWLERS","FISHING",247081680,NA,"IZAV",2019-07-12 09:06:05,2025-05-19 23:55:11,5.98,6,"3","15G0"
"2021-08","2de3cda92-2405-3349-8ad5-0ef180e81e1a","ITA","LIBERA",2021-01-04 04:00:00,2021-12-29 15:00:00,"TRAWLERS","FISHING",247096930,NA,"IRMM",2013-02-18 02:16:45,2025-05-19 23:58:29,2,8,"3","13G0"
"2021-08","6d292d378-8dfa-7c9b-7b69-cd36b1ccdfa9","ITA","FURORE",2021-01-04,2021-12-23 14:00:00,"TRAWLERS","FISHING",247101230,NA,"IKRH",2013-06-04 02:43:42,2025-05-19 23:59:36,1.11,8,"3","13G0"
"2021-08","73f0bbb55-5d59-9cab-dd39-c56b0c8e7c20","ITA","RAIMONDO SFERLAZZO",2021-01-04 05:00:00,2021-12-30 07:00:00,"TRAWLERS","FISHING",247250620,NA,"ILWO.2",2013-05-20 01:15:41,2025-05-19 14:25:21,0.29,8,"3","11G2"
"2021-06","bcdc0dac8-8699-2496-8587-0dfd5c9b2b24","ITA","CARMELA FIGLIA",2021-01-04 01:00:00,2021-12-30 14:00:00,"TRAWLERS","FISHING",247063630,NA,"IJQO",2013-05-14 17:39:58,2025-04-18 09:44:05,78.94,6,"3","16F9"
"2021-08","222742da8-8903-90ce-4122-8c849cbf1e64","ITA","GUERRIERO",2021-01-04 04:00:00,2021-12-30 13:00:00,"TRAWLERS","FISHING",247068780,NA,"ISQV",2017-07-09 21:13:37,2025-05-19 23:59:55,4.5,8,"3","12G1"
"2021-08","ff20b1344-4a7e-17fa-8157-251efb07d8a0","ITA","SAVERIO_P",2021-01-04 06:00:00,2021-12-30 13:00:00,"TRAWLERS","FISHING",247080330,NA,"IMCC",2014-11-19 00:16:04,2024-04-04 15:32:38,29.78,8,"3","11G2"
"2021-08","ff20b1344-4a7e-17fa-8157-251efb07d8a0","ITA","SAVERIO_P",2021-01-04 06:00:00,2021-12-30 13:00:00,"TRAWLERS","FISHING",247080330,NA,"IMCC",2014-11-19 00:16:04,2024-04-04 15:32:38,45.8,8,"3","11G2"
"2021-06","72c6c4de9-9f7c-92c8-9bd0-64f0777105bb","ITA","MP CLAUDIO PADRE",2021-01-04 06:00:00,2021-12-30 12:00:00,"TRAWLERS","FISHING",247123920,NA,"IPFT",2019-08-07 07:56:24,2025-05-02 11:17:54,2.9,6,"3","12G1"
"2021-07","f80bf43e2-2c4b-19cf-33a2-ed2384b2343f","ITA","GIUBILEO",2021-02-11,2021-12-30 15:00:00,"TRAWLERS","FISHING",247300170,NA,"IFQD2",2016-03-15 09:44:47,2025-05-19 14:54:30,10.16,7,"3","14G0"
